,EMOJI_ALIAS_UNICODE,emoji,VEC_TO_CAT,seq_clean_text
1366,:man_playing_water_polo:,🤽‍♂️,person,"['man', 'playing', 'water', 'polo']"
1367,:man_playing_water_polo_dark_skin_tone:,🤽🏿‍♂️,person,"['man', 'playing', 'water', 'polo']"
1368,:man_playing_water_polo_light_skin_tone:,🤽🏻‍♂️,person,"['man', 'playing', 'water', 'polo']"
1369,:man_playing_water_polo_medium-dark_skin_tone:,🤽🏾‍♂️,person,"['man', 'playing', 'water', 'polo']"
1370,:man_playing_water_polo_medium-light_skin_tone:,🤽🏼‍♂️,person,"['man', 'playing', 'water', 'polo']"
1371,:man_playing_water_polo_medium_skin_tone:,🤽🏽‍♂️,person,"['man', 'playing', 'water', 'polo']"
1372,:man_police_officer:,👮‍♂️,person,"['man', 'police', 'officer']"
1373,:man_police_officer_dark_skin_tone:,👮🏿‍♂️,person,"['man', 'police', 'officer']"
1374,:man_police_officer_light_skin_tone:,👮🏻‍♂️,person,"['man', 'police', 'officer']"
1375,:man_police_officer_medium-dark_skin_tone:,👮🏾‍♂️,person,"['man', 'police', 'officer']"
1376,:man_police_officer_medium-light_skin_tone:,👮🏼‍♂️,person,"['man', 'police', 'officer']"
1377,:man_police_officer_medium_skin_tone:,👮🏽‍♂️,person,"['man', 'police', 'officer']"
1378,:man_pouting:,🙎‍♂️,person,"['man', 'pouting']"
1379,:man_pouting_dark_skin_tone:,🙎🏿‍♂️,person,"['man', 'pouting']"
1380,:man_pouting_light_skin_tone:,🙎🏻‍♂️,person,"['man', 'pouting']"
1381,:man_pouting_medium-dark_skin_tone:,🙎🏾‍♂️,person,"['man', 'pouting']"
1382,:man_pouting_medium-light_skin_tone:,🙎🏼‍♂️,person,"['man', 'pouting']"
1383,:man_pouting_medium_skin_tone:,🙎🏽‍♂️,person,"['man', 'pouting']"
1384,:man_raising_hand:,🙋‍♂️,person,"['man', 'raising', 'hand']"
1385,:man_raising_hand_dark_skin_tone:,🙋🏿‍♂️,person,"['man', 'raising', 'hand']"
1386,:man_raising_hand_light_skin_tone:,🙋🏻‍♂️,person,"['man', 'raising', 'hand']"
1387,:man_raising_hand_medium-dark_skin_tone:,🙋🏾‍♂️,person,"['man', 'raising', 'hand']"
1388,:man_raising_hand_medium-light_skin_tone:,🙋🏼‍♂️,person,"['man', 'raising', 'hand']"
1389,:man_raising_hand_medium_skin_tone:,🙋🏽‍♂️,person,"['man', 'raising', 'hand']"
1390,:man_rowing_boat:,🚣‍♂️,person,"['man', 'rowing', 'boat']"
1391,:man_rowing_boat_dark_skin_tone:,🚣🏿‍♂️,person,"['man', 'rowing', 'boat']"
1392,:man_rowing_boat_light_skin_tone:,🚣🏻‍♂️,person,"['man', 'rowing', 'boat']"
1393,:man_rowing_boat_medium-dark_skin_tone:,🚣🏾‍♂️,person,"['man', 'rowing', 'boat']"
1394,:man_rowing_boat_medium-light_skin_tone:,🚣🏼‍♂️,person,"['man', 'rowing', 'boat']"
1395,:man_rowing_boat_medium_skin_tone:,🚣🏽‍♂️,person,"['man', 'rowing', 'boat']"
1396,:man_running:,🏃‍♂️,person,"['man', 'running']"
1397,:man_running_dark_skin_tone:,🏃🏿‍♂️,person,"['man', 'running']"
1398,:man_running_light_skin_tone:,🏃🏻‍♂️,person,"['man', 'running']"
1399,:man_running_medium-dark_skin_tone:,🏃🏾‍♂️,person,"['man', 'running']"
1400,:man_running_medium-light_skin_tone:,🏃🏼‍♂️,person,"['man', 'running']"
1401,:man_running_medium_skin_tone:,🏃🏽‍♂️,person,"['man', 'running']"
1402,:man_scientist:,👨‍🔬,person,"['man', 'scientist']"
1403,:man_scientist_dark_skin_tone:,👨🏿‍🔬,person,"['man', 'scientist']"
1404,:man_scientist_light_skin_tone:,👨🏻‍🔬,person,"['man', 'scientist']"
1405,:man_scientist_medium-dark_skin_tone:,👨🏾‍🔬,person,"['man', 'scientist']"
1406,:man_scientist_medium-light_skin_tone:,👨🏼‍🔬,person,"['man', 'scientist']"
1407,:man_scientist_medium_skin_tone:,👨🏽‍🔬,person,"['man', 'scientist']"
1408,:man_shrugging:,🤷‍♂️,person,"['man', 'shrugging']"
1409,:man_shrugging_dark_skin_tone:,🤷🏿‍♂️,person,"['man', 'shrugging']"
1410,:man_shrugging_light_skin_tone:,🤷🏻‍♂️,person,"['man', 'shrugging']"
1411,:man_shrugging_medium-dark_skin_tone:,🤷🏾‍♂️,person,"['man', 'shrugging']"
1412,:man_shrugging_medium-light_skin_tone:,🤷🏼‍♂️,person,"['man', 'shrugging']"
1413,:man_shrugging_medium_skin_tone:,🤷🏽‍♂️,person,"['man', 'shrugging']"
1414,:man_singer:,👨‍🎤,person,"['man', 'singer']"
1415,:man_singer_dark_skin_tone:,👨🏿‍🎤,person,"['man', 'singer']"
1416,:man_singer_light_skin_tone:,👨🏻‍🎤,person,"['man', 'singer']"
1417,:man_singer_medium-dark_skin_tone:,👨🏾‍🎤,person,"['man', 'singer']"
1418,:man_singer_medium-light_skin_tone:,👨🏼‍🎤,person,"['man', 'singer']"
1419,:man_singer_medium_skin_tone:,👨🏽‍🎤,person,"['man', 'singer']"
1420,:man_student:,👨‍🎓,person,"['man', 'student']"
1421,:man_student_dark_skin_tone:,👨🏿‍🎓,person,"['man', 'student']"
1422,:man_student_light_skin_tone:,👨🏻‍🎓,person,"['man', 'student']"
1423,:man_student_medium-dark_skin_tone:,👨🏾‍🎓,person,"['man', 'student']"
1424,:man_student_medium-light_skin_tone:,👨🏼‍🎓,person,"['man', 'student']"
1425,:man_student_medium_skin_tone:,👨🏽‍🎓,person,"['man', 'student']"
1426,:man_surfing:,🏄‍♂️,person,"['man', 'surfing']"
1427,:man_surfing_dark_skin_tone:,🏄🏿‍♂️,person,"['man', 'surfing']"
1428,:man_surfing_light_skin_tone:,🏄🏻‍♂️,person,"['man', 'surfing']"
1429,:man_surfing_medium-dark_skin_tone:,🏄🏾‍♂️,person,"['man', 'surfing']"
1430,:man_surfing_medium-light_skin_tone:,🏄🏼‍♂️,person,"['man', 'surfing']"
1431,:man_surfing_medium_skin_tone:,🏄🏽‍♂️,person,"['man', 'surfing']"
1432,:man_swimming:,🏊‍♂️,person,"['man', 'swimming']"
1433,:man_swimming_dark_skin_tone:,🏊🏿‍♂️,person,"['man', 'swimming']"
1434,:man_swimming_light_skin_tone:,🏊🏻‍♂️,person,"['man', 'swimming']"
1435,:man_swimming_medium-dark_skin_tone:,🏊🏾‍♂️,person,"['man', 'swimming']"
1436,:man_swimming_medium-light_skin_tone:,🏊🏼‍♂️,person,"['man', 'swimming']"
1437,:man_swimming_medium_skin_tone:,🏊🏽‍♂️,person,"['man', 'swimming']"
1438,:man_teacher:,👨‍🏫,person,"['man', 'teacher']"
1439,:man_teacher_dark_skin_tone:,👨🏿‍🏫,person,"['man', 'teacher']"
1440,:man_teacher_light_skin_tone:,👨🏻‍🏫,person,"['man', 'teacher']"
1441,:man_teacher_medium-dark_skin_tone:,👨🏾‍🏫,person,"['man', 'teacher']"
1442,:man_teacher_medium-light_skin_tone:,👨🏼‍🏫,person,"['man', 'teacher']"
1443,:man_teacher_medium_skin_tone:,👨🏽‍🏫,person,"['man', 'teacher']"
1444,:man_technologist:,👨‍💻,person,"['man', 'technologist']"
1445,:man_technologist_dark_skin_tone:,👨🏿‍💻,person,"['man', 'technologist']"
1446,:man_technologist_light_skin_tone:,👨🏻‍💻,person,"['man', 'technologist']"
1447,:man_technologist_medium-dark_skin_tone:,👨🏾‍💻,person,"['man', 'technologist']"
1448,:man_technologist_medium-light_skin_tone:,👨🏼‍💻,person,"['man', 'technologist']"
1449,:man_technologist_medium_skin_tone:,👨🏽‍💻,person,"['man', 'technologist']"
1450,:man_tipping_hand:,💁‍♂️,person,"['man', 'tipping', 'hand']"
1451,:man_tipping_hand_dark_skin_tone:,💁🏿‍♂️,person,"['man', 'tipping', 'hand']"
1452,:man_tipping_hand_light_skin_tone:,💁🏻‍♂️,person,"['man', 'tipping', 'hand']"
1453,:man_tipping_hand_medium-dark_skin_tone:,💁🏾‍♂️,person,"['man', 'tipping', 'hand']"
1454,:man_tipping_hand_medium-light_skin_tone:,💁🏼‍♂️,person,"['man', 'tipping', 'hand']"
1455,:man_tipping_hand_medium_skin_tone:,💁🏽‍♂️,person,"['man', 'tipping', 'hand']"
1456,:man_vampire:,🧛‍♂️,person,"['man', 'vampire']"
1457,:man_vampire_dark_skin_tone:,🧛🏿‍♂️,person,"['man', 'vampire']"
1458,:man_vampire_light_skin_tone:,🧛🏻‍♂️,person,"['man', 'vampire']"
1459,:man_vampire_medium-dark_skin_tone:,🧛🏾‍♂️,person,"['man', 'vampire']"
1460,:man_vampire_medium-light_skin_tone:,🧛🏼‍♂️,person,"['man', 'vampire']"
1461,:man_vampire_medium_skin_tone:,🧛🏽‍♂️,person,"['man', 'vampire']"
1462,:man_walking:,🚶‍♂️,person,"['man', 'walking']"
1463,:man_walking_dark_skin_tone:,🚶🏿‍♂️,person,"['man', 'walking']"
1464,:man_walking_light_skin_tone:,🚶🏻‍♂️,person,"['man', 'walking']"
1465,:man_walking_medium-dark_skin_tone:,🚶🏾‍♂️,person,"['man', 'walking']"
1466,:man_walking_medium-light_skin_tone:,🚶🏼‍♂️,person,"['man', 'walking']"
1467,:man_walking_medium_skin_tone:,🚶🏽‍♂️,person,"['man', 'walking']"
1468,:man_wearing_turban:,👳‍♂️,person,"['man', 'wearing', 'turban']"
1469,:man_wearing_turban_dark_skin_tone:,👳🏿‍♂️,person,"['man', 'wearing', 'turban']"
1470,:man_wearing_turban_light_skin_tone:,👳🏻‍♂️,person,"['man', 'wearing', 'turban']"
1471,:man_wearing_turban_medium-dark_skin_tone:,👳🏾‍♂️,person,"['man', 'wearing', 'turban']"
1472,:man_wearing_turban_medium-light_skin_tone:,👳🏼‍♂️,person,"['man', 'wearing', 'turban']"
1473,:man_wearing_turban_medium_skin_tone:,👳🏽‍♂️,person,"['man', 'wearing', 'turban']"
1474,:man_with_Chinese_cap:,👲,person,"['man', 'with', 'Chinese', 'cap']"
1475,:man_with_Chinese_cap_dark_skin_tone:,👲🏿,person,"['man', 'with', 'Chinese', 'cap']"
1476,:man_with_Chinese_cap_light_skin_tone:,👲🏻,person,"['man', 'with', 'Chinese', 'cap']"
1477,:man_with_Chinese_cap_medium-dark_skin_tone:,👲🏾,person,"['man', 'with', 'Chinese', 'cap']"
1478,:man_with_Chinese_cap_medium-light_skin_tone:,👲🏼,person,"['man', 'with', 'Chinese', 'cap']"
1479,:man_with_Chinese_cap_medium_skin_tone:,👲🏽,person,"['man', 'with', 'Chinese', 'cap']"
1480,:man_zombie:,🧟‍♂️,person,"['man', 'zombie']"
1481,:mango:,🥭,mood,['mango']
1482,:mantelpiece_clock:,🕰,time,"['mantelpiece', 'clock']"
1483,:man’s_shoe:,👞,thing,"['man’s', 'shoe']"
1484,:map_of_Japan:,🗾,place,"['map', 'of', 'Japan']"
1485,:maple_leaf:,🍁,thing,"['maple', 'leaf']"
1486,:martial_arts_uniform:,🥋,place,"['martial', 'arts', 'uniform']"
1487,:meat_on_bone:,🍖,thing,"['meat', 'on', 'bone']"
1488,:medical_symbol:,⚕,person,"['medical', 'symbol']"
1489,:megaphone:,📣,person,['megaphone']
1490,:melon:,🍈,thing,['melon']
1491,:memo:,📝,thing,['memo']
1492,:men_with_bunny_ears:,👯‍♂️,person,"['men', 'with', 'bunny', 'ears']"
1493,:men_wrestling:,🤼‍♂️,person,"['men', 'wrestling']"
1494,:menorah:,🕎,thing,['menorah']
1495,:men’s_room:,🚹,time,"['men’s', 'room']"
1496,:mermaid:,🧜‍♀️,person,['mermaid']
1497,:mermaid_dark_skin_tone:,🧜🏿‍♀️,person,['mermaid']
1498,:mermaid_light_skin_tone:,🧜🏻‍♀️,person,['mermaid']
1499,:mermaid_medium-dark_skin_tone:,🧜🏾‍♀️,person,['mermaid']
1500,:mermaid_medium-light_skin_tone:,🧜🏼‍♀️,person,['mermaid']
1501,:mermaid_medium_skin_tone:,🧜🏽‍♀️,person,['mermaid']
1502,:merman:,🧜‍♂️,thing,['merman']
1503,:merman_dark_skin_tone:,🧜🏿‍♂️,thing,['merman']
1504,:merman_light_skin_tone:,🧜🏻‍♂️,thing,['merman']
1505,:merman_medium-dark_skin_tone:,🧜🏾‍♂️,thing,['merman']
1506,:merman_medium-light_skin_tone:,🧜🏼‍♂️,thing,['merman']
1507,:merman_medium_skin_tone:,🧜🏽‍♂️,thing,['merman']
1508,:merperson:,🧜,person,['merperson']
1509,:merperson_dark_skin_tone:,🧜🏿,person,['merperson']
1510,:merperson_light_skin_tone:,🧜🏻,person,['merperson']
1511,:merperson_medium-dark_skin_tone:,🧜🏾,person,['merperson']
1512,:merperson_medium-light_skin_tone:,🧜🏼,person,['merperson']
1513,:merperson_medium_skin_tone:,🧜🏽,person,['merperson']
1514,:metro:,🚇,activity,['metro']
1515,:microbe:,🦠,person,['microbe']
1516,:microphone:,🎤,time,['microphone']
1517,:microscope:,🔬,person,['microscope']
1518,:middle_finger:,🖕,time,"['middle', 'finger']"
1519,:middle_finger_dark_skin_tone:,🖕🏿,time,"['middle', 'finger']"
1520,:middle_finger_light_skin_tone:,🖕🏻,time,"['middle', 'finger']"
1521,:middle_finger_medium-dark_skin_tone:,🖕🏾,time,"['middle', 'finger']"
1522,:middle_finger_medium-light_skin_tone:,🖕🏼,time,"['middle', 'finger']"
1523,:middle_finger_medium_skin_tone:,🖕🏽,time,"['middle', 'finger']"
1524,:military_medal:,🎖,place,"['military', 'medal']"
1525,:milky_way:,🌌,thing,"['milky', 'way']"
1526,:minibus:,🚐,person,['minibus']
1527,:moai:,🗿,activity,['moai']
1528,:mobile_phone:,📱,person,"['mobile', 'phone']"
1529,:mobile_phone_off:,📴,person,"['mobile', 'phone', 'off']"
1530,:mobile_phone_with_arrow:,📲,person,"['mobile', 'phone', 'with', 'arrow']"
1531,:money-mouth_face:,🤑,thing,"['money', 'mouth', 'face']"
1532,:money_bag:,💰,thing,"['money', 'bag']"
1533,:money_with_wings:,💸,time,"['money', 'with', 'wings']"
1534,:monkey:,🐒,thing,['monkey']
1535,:monkey_face:,🐵,thing,"['monkey', 'face']"
1536,:monorail:,🚝,person,['monorail']
1537,:moon_cake:,🥮,mood,"['moon', 'cake']"
1538,:moon_viewing_ceremony:,🎑,time,"['moon', 'viewing', 'ceremony']"
1539,:mosque:,🕌,person,['mosque']
1540,:mosquito:,🦟,thing,['mosquito']
1541,:motor_boat:,🛥,person,"['motor', 'boat']"
1542,:motor_scooter:,🛵,person,"['motor', 'scooter']"
1543,:motorcycle:,🏍,person,['motorcycle']
1544,:motorway:,🛣,time,['motorway']
1545,:mount_fuji:,🗻,place,"['mount', 'fuji']"
1546,:mountain:,⛰,time,['mountain']
1547,:mountain_cableway:,🚠,place,"['mountain', 'cableway']"
1548,:mountain_railway:,🚞,time,"['mountain', 'railway']"
1549,:mouse:,🐭,activity,['mouse']
1550,:mouse_face:,🐭,person,"['mouse', 'face']"
1551,:mouth:,👄,thing,['mouth']
1552,:movie_camera:,🎥,person,"['movie', 'camera']"
1553,:mushroom:,🍄,activity,['mushroom']
1554,:musical_keyboard:,🎹,thing,"['musical', 'keyboard']"
1555,:musical_note:,🎵,mood,"['musical', 'note']"
1556,:musical_notes:,🎶,mood,"['musical', 'notes']"
1557,:musical_score:,🎼,mood,"['musical', 'score']"
1558,:muted_speaker:,🔇,mood,"['muted', 'speaker']"
1559,:nail_polish:,💅,thing,"['nail', 'polish']"
1560,:nail_polish_dark_skin_tone:,💅🏿,thing,"['nail', 'polish']"
1561,:nail_polish_light_skin_tone:,💅🏻,thing,"['nail', 'polish']"
1562,:nail_polish_medium-dark_skin_tone:,💅🏾,thing,"['nail', 'polish']"
1563,:nail_polish_medium-light_skin_tone:,💅🏼,thing,"['nail', 'polish']"
1564,:nail_polish_medium_skin_tone:,💅🏽,thing,"['nail', 'polish']"
1565,:name_badge:,📛,person,"['name', 'badge']"
1566,:national_park:,🏞,place,"['national', 'park']"
1567,:nauseated_face:,🤢,mood,"['nauseated', 'face']"
1568,:nazar_amulet:,🧿,person,"['nazar', 'amulet']"
1569,:necktie:,👔,person,['necktie']
1570,:nerd_face:,🤓,thing,"['nerd', 'face']"
1571,:neutral_face:,😐,mood,"['neutral', 'face']"
1572,:new_moon:,🌑,time,"['new', 'moon']"
1573,:new_moon_face:,🌚,time,"['new', 'moon', 'face']"
1574,:newspaper:,📰,person,['newspaper']
1575,:next_track_button:,⏭,time,"['next', 'track', 'button']"
1576,:night_with_stars:,🌃,time,"['night', 'with', 'stars']"
1577,:nine-thirty:,🕤,time,"['nine', 'thirty']"
1578,:nine_o’clock:,🕘,time,"['nine', 'o’clock']"
1579,:no_bicycles:,🚳,time,"['no', 'bicycles']"
1580,:no_entry:,⛔,place,"['no', 'entry']"
1581,:no_littering:,🚯,person,"['no', 'littering']"
1582,:no_mobile_phones:,📵,person,"['no', 'mobile', 'phones']"
1583,:no_one_under_eighteen:,🔞,time,"['no', 'one', 'under', 'eighteen']"
1584,:no_pedestrians:,🚷,person,"['no', 'pedestrians']"
1585,:no_smoking:,🚭,person,"['no', 'smoking']"
1586,:non-potable_water:,🚱,thing,"['non', 'potable', 'water']"
1587,:nose:,👃,thing,['nose']
1588,:nose_dark_skin_tone:,👃🏿,thing,['nose']
1589,:nose_light_skin_tone:,👃🏻,thing,['nose']
1590,:nose_medium-dark_skin_tone:,👃🏾,thing,['nose']
1591,:nose_medium-light_skin_tone:,👃🏼,thing,['nose']
1592,:nose_medium_skin_tone:,👃🏽,thing,['nose']
1593,:notebook:,📓,time,['notebook']
1594,:notebook_with_decorative_cover:,📔,place,"['notebook', 'with', 'decorative', 'cover']"
1595,:nut_and_bolt:,🔩,thing,"['nut', 'and', 'bolt']"
1596,:octopus:,🐙,person,['octopus']
1597,:oden:,🍢,thing,['oden']
1598,:office_building:,🏢,place,"['office', 'building']"
1599,:ogre:,👹,person,['ogre']
1600,:oil_drum:,🛢,thing,"['oil', 'drum']"
1601,:old_key:,🗝,time,"['old', 'key']"
1602,:old_man:,👴,person,"['old', 'man']"
1603,:old_man_dark_skin_tone:,👴🏿,person,"['old', 'man']"
1604,:old_man_light_skin_tone:,👴🏻,person,"['old', 'man']"
1605,:old_man_medium-dark_skin_tone:,👴🏾,person,"['old', 'man']"
1606,:old_man_medium-light_skin_tone:,👴🏼,person,"['old', 'man']"
1607,:old_man_medium_skin_tone:,👴🏽,person,"['old', 'man']"
1608,:old_woman:,👵,person,"['old', 'woman']"
1609,:old_woman_dark_skin_tone:,👵🏿,person,"['old', 'woman']"
1610,:old_woman_light_skin_tone:,👵🏻,person,"['old', 'woman']"
1611,:old_woman_medium-dark_skin_tone:,👵🏾,person,"['old', 'woman']"
1612,:old_woman_medium-light_skin_tone:,👵🏼,person,"['old', 'woman']"
1613,:old_woman_medium_skin_tone:,👵🏽,person,"['old', 'woman']"
1614,:older_adult:,🧓,person,"['older', 'adult']"
1615,:older_adult_dark_skin_tone:,🧓🏿,person,"['older', 'adult']"
1616,:older_adult_light_skin_tone:,🧓🏻,person,"['older', 'adult']"
1617,:older_adult_medium-dark_skin_tone:,🧓🏾,person,"['older', 'adult']"
1618,:older_adult_medium-light_skin_tone:,🧓🏼,person,"['older', 'adult']"
1619,:older_adult_medium_skin_tone:,🧓🏽,person,"['older', 'adult']"
1620,:om:,🕉,activity,['om']
1621,:oncoming_automobile:,🚘,person,"['oncoming', 'automobile']"
1622,:oncoming_bus:,🚍,thing,"['oncoming', 'bus']"
1623,:oncoming_fist:,👊,thing,"['oncoming', 'fist']"
1624,:oncoming_fist_dark_skin_tone:,👊🏿,thing,"['oncoming', 'fist']"
1625,:oncoming_fist_light_skin_tone:,👊🏻,thing,"['oncoming', 'fist']"
1626,:oncoming_fist_medium-dark_skin_tone:,👊🏾,thing,"['oncoming', 'fist']"
1627,:oncoming_fist_medium-light_skin_tone:,👊🏼,thing,"['oncoming', 'fist']"
1628,:oncoming_fist_medium_skin_tone:,👊🏽,thing,"['oncoming', 'fist']"
1629,:oncoming_police_car:,🚔,person,"['oncoming', 'police', 'car']"
1630,:oncoming_taxi:,🚖,person,"['oncoming', 'taxi']"
1631,:one-thirty:,🕜,time,"['one', 'thirty']"
1632,:one_o’clock:,🕐,thing,"['one', 'o’clock']"
1633,:open_book:,📖,place,"['open', 'book']"
1634,:open_file_folder:,📂,place,"['open', 'file', 'folder']"
1635,:open_hands:,👐,place,"['open', 'hands']"
1636,:open_hands_dark_skin_tone:,👐🏿,place,"['open', 'hands']"
1637,:open_hands_light_skin_tone:,👐🏻,place,"['open', 'hands']"
1638,:open_hands_medium-dark_skin_tone:,👐🏾,place,"['open', 'hands']"
1639,:open_hands_medium-light_skin_tone:,👐🏼,place,"['open', 'hands']"
1640,:open_hands_medium_skin_tone:,👐🏽,place,"['open', 'hands']"
1641,:open_mailbox_with_lowered_flag:,📭,place,"['open', 'mailbox', 'with', 'lowered', 'flag']"
1642,:open_mailbox_with_raised_flag:,📬,place,"['open', 'mailbox', 'with', 'raised', 'flag']"
1643,:optical_disk:,💿,time,"['optical', 'disk']"
1644,:orange_book:,📙,thing,"['orange', 'book']"
1645,:orange_heart:,🧡,mood,"['orange', 'heart']"
1646,:orthodox_cross:,☦,time,"['orthodox', 'cross']"
1647,:outbox_tray:,📤,person,"['outbox', 'tray']"
1648,:owl:,🦉,person,['owl']
1649,:ox:,🐂,person,['ox']
1650,:package:,📦,person,['package']
1651,:page_facing_up:,📄,time,"['page', 'facing', 'up']"
1652,:page_with_curl:,📃,time,"['page', 'with', 'curl']"
1653,:pager:,📟,person,['pager']
1654,:paintbrush:,🖌,person,['paintbrush']
